-67.849261 -90.762384 71.190960
-99.251657 -43.860899 86.102685
-33.216649 59.575274 -58.721251
57.004829 27.875287 -57.905806
-58.240952 -38.690722 38.007146
42.804239 23.509830 25.909189
28.505396 57.690100 -46.883188
14.158967 52.090291 -10.610028
-25.883866 39.230429 88.524740
-28.913400 -64.270008 90.193008
38.888752 -71.885928 79.131311
3.069545 26.643684 54.814824
58.699552 75.688963 64.975648
15.459097 -19.967726 38.475835
-24.997913 -55.228959 57.879957
-41.310716 69.259391 43.967883
74.637050 42.987503 -32.620351
-66.404144 85.855684 14.843155
81.650223 81.987834 36.037186
-0.356013 -69.071588 51.828138
-3.909122 94.578727 -0.920561
-43.757305 98.814384 70.216817
-49.441974 38.378962 74.494154
47.125670 -95.551517 59.403710
-64.435302 -92.972131 25.195025
39.172826 90.733552 -93.551968
74.218004 -38.275179 24.147576
20.470579 -90.826929 45.844839
-51.001550 -83.519603 19.468832
-74.885138 -31.061679 -81.397774
-50.780191 -98.284893 -55.042719
-36.456289 -32.253412 5.198122
-9.458786 56.291509 65.976443
96.280172 30.109132 -59.678466
-41.280674 -16.025983 45.385931
49.129052 59.448069 79.590792
4.114316 35.831875 -51.702408
-35.104709 -0.280690 58.298003
-71.124106 -42.456704 -31.746782
-72.793562 -96.017640 26.911304
90.625086 91.291010 85.695307
-80.753730 -51.733067 -76.409876
77.814684 80.507664 -72.112480
79.568274 9.779887 -10.179846
-22.807324 23.233553 72.118455
-58.352552 91.806660 -48.047906
88.059836 -42.569655 -9.647697
-24.011031 -85.619439 -33.149102
-62.077306 73.402509 -54.557845
-88.839375 75.374372 45.490294
-92.745374 -27.015394 -41.262930
68.352959 -32.670804 33.754081
-94.129796 57.276030 62.231124
-72.685398 -74.766111 41.841399
67.789294 -15.225918 -95.014908
-11.826361 -87.188465 31.547363
61.850487 -34.093578 -99.232303
53.860991 70.672100 70.421856
96.514250 99.594949 10.934120
-57.872281 79.641374 9.705843
-27.406361 6.554649 -12.303518
95.643523 -48.537001 -86.321595
-81.958913 -3.636484 50.330928
80.327496 77.184260 18.206343
49.278543 -30.834608 39.584527
48.181112 15.745187 -41.518875
89.343283 -43.740209 -75.990743
-51.418227 -64.394767 -99.201413
69.615127 46.917116 -95.878945
91.802549 70.986590 97.082161
-46.060038 27.722817 77.137446
36.605915 75.486889 -27.392678
-76.118385 92.410839 -34.538561
55.410462 -86.711925 -46.843735
-28.993558 5.801713 71.004969
-82.492862 49.289119 -81.102736
35.868131 64.910496 53.397697
-3.350711 -11.558370 -34.363099
-13.995630 69.031593 -13.530565
8.357837 -94.383181 -49.813135
-20.318054 60.588716 -80.721232
-17.179453 91.535601 28.546311
81.706936 12.976378 -69.197650
56.841278 74.746188 6.679334
35.268945 -74.049671 -28.957885
12.038258 -37.002653 -94.199210
34.510178 28.530312 -94.141771
23.514661 53.932364 -91.349462
9.041559 -27.803928 36.619141
-15.314553 -2.017861 -10.237638
-84.487567 -70.089748 65.911150
99.947254 -91.570043 -49.831855
-8.959127 74.148556 49.372906
44.491029 -6.346697 3.654331
52.614927 -11.020154 -82.517310
-22.669337 55.163219 84.389697
25.955497 -6.623475 -95.442314
13.869709 -60.077361 -38.528261
25.211384 58.542764 13.437394
66.412708 14.313924 64.103642
-66.929681 83.051180 21.761120
43.952785 -19.750602 93.100989
-46.252020 -80.301201 -96.279555
-74.235828 -51.922076 2.739345
-68.131009 -84.663675 56.941538
